# inner_mean	 background_mean	 backgroudn_std	 inner_no_poitns	 outer_no_points
3.414001890359168101e+03 3.409857526881720332e+03 7.759394050711923896e+00 5.290000000000000000e+02 3.720000000000000000e+02
3.426848806366047938e+03 3.418500000000000000e+03 9.205516032451891206e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.422944664031620505e+03 3.416335106382978665e+03 8.271936759589021193e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.429071065989847739e+03 3.420545454545454504e+03 7.197464097850929221e+00 1.970000000000000000e+02 9.900000000000000000e+01
3.419022675736961446e+03 3.410701492537313243e+03 7.462873131996327736e+00 4.410000000000000000e+02 2.680000000000000000e+02
3.458034257748776326e+03 3.429688644688644672e+03 1.308279282594129711e+01 6.130000000000000000e+02 2.730000000000000000e+02
3.454129337539432072e+03 3.432683098591549424e+03 1.461350413401203241e+01 3.170000000000000000e+02 1.420000000000000000e+02
3.437877551020408191e+03 3.419268656716417809e+03 8.352910100726157694e+00 4.410000000000000000e+02 2.680000000000000000e+02
3.441142131979695478e+03 3.420429999999999836e+03 9.062289997566839617e+00 1.970000000000000000e+02 1.000000000000000000e+02
3.439119092627599457e+03 3.416596774193548299e+03 8.902928739005336212e+00 5.290000000000000000e+02 3.720000000000000000e+02
3.427712933753943162e+03 3.417966981132075489e+03 8.482159097889415023e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.422378548895899257e+03 3.414849056603773533e+03 7.985000623610505777e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.446567901234568126e+03 3.433535714285714221e+03 1.421136904749439012e+01 8.100000000000000000e+01 2.800000000000000000e+01
3.434550335570469997e+03 3.420258823529411984e+03 8.089430927671244831e+00 1.490000000000000000e+02 8.500000000000000000e+01
3.446877551020408191e+03 3.434555555555555657e+03 1.400088180644435987e+01 4.900000000000000000e+01 1.800000000000000000e+01
3.460964083175803353e+03 3.425695364238410548e+03 1.063699241556500041e+01 5.290000000000000000e+02 3.020000000000000000e+02
3.421400530503978644e+03 3.414483333333333121e+03 8.392771360588294982e+00 3.770000000000000000e+02 1.800000000000000000e+02
3.428315689981096511e+03 3.414156739811912303e+03 1.147003223744002653e+01 5.290000000000000000e+02 3.190000000000000000e+02
3.419347003154573940e+03 3.413060975609756042e+03 9.293123029076472363e+00 3.170000000000000000e+02 1.640000000000000000e+02
3.439281879194631074e+03 3.423652173913043498e+03 8.956943848221280646e+00 1.490000000000000000e+02 6.900000000000000000e+01
3.436172920065253038e+03 3.415919220055710412e+03 1.323419406038382817e+01 6.130000000000000000e+02 3.590000000000000000e+02
3.428744966442953228e+03 3.414232142857142662e+03 1.008887483360574144e+01 1.490000000000000000e+02 5.600000000000000000e+01
3.435241106719367508e+03 3.419607142857142662e+03 7.400479162644448827e+00 2.530000000000000000e+02 1.400000000000000000e+02
3.423430839002267476e+03 3.414839552238805936e+03 8.005618536860152901e+00 4.410000000000000000e+02 2.680000000000000000e+02
3.623628058727569169e+03 3.436184343434343646e+03 1.179191887826352847e+01 6.130000000000000000e+02 3.960000000000000000e+02
3.421172920065253038e+03 3.413724747474747346e+03 7.709203059001485947e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.424526916802610231e+03 3.410828282828282681e+03 7.616489824935204211e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.435135278514588663e+03 3.417917948717948548e+03 8.404115957256371061e+00 3.770000000000000000e+02 1.950000000000000000e+02
3.445176656151419593e+03 3.416813253012048335e+03 7.790638049937984810e+00 3.170000000000000000e+02 1.660000000000000000e+02
3.878954648526077108e+03 3.670867768595041525e+03 1.040829746417372462e+03 4.410000000000000000e+02 2.420000000000000000e+02
3.421096247960848359e+03 3.413628787878787989e+03 7.398886044018945896e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.430731543624161077e+03 3.415739999999999782e+03 7.059206754303207099e+00 1.490000000000000000e+02 5.000000000000000000e+01
3.426283849918434044e+03 3.410123737373737185e+03 7.329016785499850251e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.426766721044045880e+03 3.413943661971830807e+03 7.407433122425186589e+00 6.130000000000000000e+02 2.840000000000000000e+02
3.435608832807571162e+03 3.420726415094339700e+03 1.142657694733453688e+01 3.170000000000000000e+02 2.120000000000000000e+02
3.472172920065253038e+03 3.413916666666666515e+03 7.451569219861266191e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.438897226753670566e+03 3.412912912912912816e+03 8.139267233266023638e+00 6.130000000000000000e+02 3.330000000000000000e+02
3.433990536277602587e+03 3.426216981132075489e+03 1.457447025930159157e+01 3.170000000000000000e+02 2.120000000000000000e+02
3.447968454258675138e+03 3.432278301886792633e+03 1.186849726397958094e+01 3.170000000000000000e+02 2.120000000000000000e+02
3.422295269168026152e+03 3.415707070707070670e+03 7.945206960266369300e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.421893401015228392e+03 3.416135922330096946e+03 1.321079915979988506e+01 1.970000000000000000e+02 1.030000000000000000e+02
3.427689655172413950e+03 3.418338983050847673e+03 8.836289138856617598e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.746367346938775427e+03 5.107166666666666970e+03 1.862974182739942307e+03 4.900000000000000000e+01 6.000000000000000000e+00
3.543104404567699930e+03 3.418184343434343646e+03 1.115066050148719157e+01 6.130000000000000000e+02 3.960000000000000000e+02
3.438960848287112640e+03 3.421086486486486592e+03 9.498112534039425014e+00 6.130000000000000000e+02 3.700000000000000000e+02
3.707836734693877588e+03 4.651545454545454959e+03 3.284595917132421619e+03 4.900000000000000000e+01 2.200000000000000000e+01
3.422587275693311767e+03 3.413227272727272521e+03 9.334895087753112719e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.434758620689655345e+03 3.426888235294117749e+03 1.262324570702522486e+01 3.770000000000000000e+02 1.700000000000000000e+02
3.454557522123893705e+03 3.444790322580645352e+03 1.137929230858970620e+01 1.130000000000000000e+02 6.200000000000000000e+01
3.423851458885941611e+03 3.415604278074866215e+03 7.935810859486299940e+00 3.770000000000000000e+02 1.870000000000000000e+02
3.429575221238937957e+03 3.422817073170731874e+03 9.601991725272783995e+00 1.130000000000000000e+02 8.200000000000000000e+01
3.432747634069400647e+03 3.422174528301886767e+03 9.437116218069476759e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.436832807570977820e+03 3.428796875000000000e+03 1.466999455468116409e+01 3.170000000000000000e+02 1.280000000000000000e+02
3.445255033557046772e+03 3.435132352941176578e+03 1.001455471942580822e+01 1.490000000000000000e+02 6.800000000000000000e+01
3.437079646017698906e+03 3.429511904761904589e+03 7.259630791508955738e+00 1.130000000000000000e+02 8.400000000000000000e+01
3.440040268456375998e+03 3.427471153846153811e+03 1.097020153623269323e+01 1.490000000000000000e+02 1.040000000000000000e+02
3.421158102766798493e+03 3.412462765957446663e+03 8.074368219044350425e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.418644612476370639e+03 3.411153225806451701e+03 7.889060434577066516e+00 5.290000000000000000e+02 3.720000000000000000e+02
3.433478260869565020e+03 3.425175531914893782e+03 1.251747872589511346e+01 2.530000000000000000e+02 1.880000000000000000e+02
3.699931484502446892e+03 3.427013227513227321e+03 9.868035868966057222e+00 6.130000000000000000e+02 3.780000000000000000e+02
3.425862003780718169e+03 3.416583333333333485e+03 9.226308903654976135e+00 5.290000000000000000e+02 3.720000000000000000e+02
3.438182741116751458e+03 3.423467741935483900e+03 1.143243510020938025e+01 1.970000000000000000e+02 6.200000000000000000e+01
3.468460176991150547e+03 3.458117647058823422e+03 2.169995668092136754e+01 1.130000000000000000e+02 5.100000000000000000e+01
3.432061224489796132e+03 3.432687500000000000e+03 1.510057428543696112e+01 4.900000000000000000e+01 3.200000000000000000e+01
3.426263038548752775e+03 3.416548507462686757e+03 8.728143150003855766e+00 4.410000000000000000e+02 2.680000000000000000e+02
3.420301587301587460e+03 3.415033582089552056e+03 7.997830340392891202e+00 4.410000000000000000e+02 2.680000000000000000e+02
3.441303425774877724e+03 3.417196374622356416e+03 8.435329897639721963e+00 6.130000000000000000e+02 3.310000000000000000e+02
3.425965986394557603e+03 3.410238805970149315e+03 7.194192417807712125e+00 4.410000000000000000e+02 2.680000000000000000e+02
3.464247787610619525e+03 3.459593750000000000e+03 2.410570390877436964e+01 1.130000000000000000e+02 6.400000000000000000e+01
3.447525691699604522e+03 3.422127118644067650e+03 1.417299091084182194e+01 2.530000000000000000e+02 1.180000000000000000e+02
3.424854889589905270e+03 3.414156626506024168e+03 8.454672804668209807e+00 3.170000000000000000e+02 1.660000000000000000e+02
3.443094616639477863e+03 3.423133333333333212e+03 9.915260004275276984e+00 6.130000000000000000e+02 3.150000000000000000e+02
3.429612244897959044e+03 3.429000000000000000e+03 1.232375754386623790e+01 4.900000000000000000e+01 3.200000000000000000e+01
3.431949238578680252e+03 3.427275000000000091e+03 1.132178026342736032e+01 1.970000000000000000e+02 1.200000000000000000e+02
3.458954907161803931e+03 3.425791044776119179e+03 1.953912058504171867e+01 3.770000000000000000e+02 1.340000000000000000e+02
3.423358090185676247e+03 3.416377118644067650e+03 9.553026949672959844e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.424334420880913513e+03 3.417952020202020321e+03 8.430058111138240662e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.424968379446640483e+03 3.415154255319148888e+03 7.607571325115987548e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.423391304347826008e+03 3.414601063829787108e+03 8.257517460650447561e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.473533442088091306e+03 3.426254901960784537e+03 1.010363718539723799e+01 6.130000000000000000e+02 3.570000000000000000e+02
3.441791383219954696e+03 3.426756302521008365e+03 1.042940766831186750e+01 4.410000000000000000e+02 2.380000000000000000e+02
3.433233502538071207e+03 3.425400000000000091e+03 1.490044742057543914e+01 1.970000000000000000e+02 1.200000000000000000e+02
3.426663716814159216e+03 3.419488095238095411e+03 9.252405154001140275e+00 1.130000000000000000e+02 8.400000000000000000e+01
3.435809018567639214e+03 3.416494736842105340e+03 7.592757884930150247e+00 3.770000000000000000e+02 1.900000000000000000e+02
3.422845637583892767e+03 3.414050505050504853e+03 7.851363823332741632e+00 1.490000000000000000e+02 9.900000000000000000e+01
3.509265306122449147e+03 3.509812500000000000e+03 5.183172140446427534e+01 4.900000000000000000e+01 3.200000000000000000e+01
3.437112561174551502e+03 3.424469696969696997e+03 9.398666943360268533e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.440755102040816382e+03 3.421666666666666515e+03 1.183215956619923226e+01 4.900000000000000000e+01 9.000000000000000000e+00
3.426735725938009637e+03 3.414007575757575978e+03 8.251871118196859811e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.472318107667210370e+03 3.418497474747474826e+03 1.086289643122979065e+01 6.130000000000000000e+02 3.960000000000000000e+02
3.427778827977315814e+03 3.418774193548387302e+03 8.332962183895830321e+00 5.290000000000000000e+02 3.720000000000000000e+02
3.443126482213438521e+03 3.440212765957446663e+03 1.490992268514960983e+01 2.530000000000000000e+02 1.880000000000000000e+02
3.476678629690049092e+03 3.421296103896103887e+03 1.387460018432674858e+01 6.130000000000000000e+02 3.850000000000000000e+02
3.451866231647634777e+03 3.417500000000000000e+03 8.840943428263432935e+00 6.130000000000000000e+02 3.420000000000000000e+02
3.524489795918367236e+03 3.487250000000000000e+03 1.103120573645510483e+01 4.900000000000000000e+01 8.000000000000000000e+00
3.591249592169657262e+03 3.441170542635658876e+03 1.841810872926183151e+01 6.130000000000000000e+02 2.580000000000000000e+02
3.480367346938775427e+03 3.446666666666666515e+03 2.006497382513056138e+01 4.900000000000000000e+01 2.100000000000000000e+01
3.426509283819628763e+03 3.416195876288659747e+03 7.345156444977217092e+00 3.770000000000000000e+02 1.940000000000000000e+02
3.428538071065989698e+03 3.419539325842696599e+03 7.601088301403730263e+00 1.970000000000000000e+02 8.900000000000000000e+01
3.424811671087533341e+03 3.416605555555555384e+03 7.872947508343734135e+00 3.770000000000000000e+02 1.800000000000000000e+02
3.424810276679841991e+03 3.414680851063829778e+03 7.852649323849241192e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.444318611987381701e+03 3.412808612440191609e+03 7.866209150539835271e+00 3.170000000000000000e+02 2.090000000000000000e+02
3.431893964110930028e+03 3.413461333333333187e+03 8.007528013618740559e+00 6.130000000000000000e+02 3.750000000000000000e+02
3.427989847715736232e+03 3.414591666666666697e+03 7.634893399532321823e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.434730964467004924e+03 3.426108333333333121e+03 1.214961990717771023e+01 1.970000000000000000e+02 1.200000000000000000e+02
3.451520504731861365e+03 3.417643678160919535e+03 6.989280810015231715e+00 3.170000000000000000e+02 8.700000000000000000e+01
3.431774703557312478e+03 3.425131428571428387e+03 1.038734866291191494e+01 2.530000000000000000e+02 1.750000000000000000e+02
3.459988580750407891e+03 3.416669191919192144e+03 8.890987398639309092e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.427300395256917000e+03 3.417239361702127553e+03 9.412595885020426323e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.424280757097791593e+03 3.419425531914893782e+03 7.083828394100646797e+00 3.170000000000000000e+02 1.880000000000000000e+02
3.425755102040816382e+03 3.419656250000000000e+03 1.061723061525461986e+01 4.900000000000000000e+01 3.200000000000000000e+01
3.440427406199021334e+03 3.415170454545454504e+03 7.283576779473072804e+00 6.130000000000000000e+02 2.640000000000000000e+02
3.423416445623342042e+03 3.415668141592920165e+03 7.611737158101444578e+00 3.770000000000000000e+02 2.260000000000000000e+02
3.461827411167512764e+03 3.420051724137931160e+03 6.049857261904397099e+00 1.970000000000000000e+02 5.800000000000000000e+01
3.428199021207177793e+03 3.416687500000000000e+03 7.660641747614498343e+00 6.130000000000000000e+02 2.720000000000000000e+02
3.431000000000000000e+03 3.423449438202247165e+03 9.855523255296704477e+00 4.410000000000000000e+02 2.670000000000000000e+02
3.437289340101523067e+03 3.421616666666666788e+03 9.399630607399183546e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.445264274061990363e+03 3.415169191919192144e+03 8.162439249300453170e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.451169657422512046e+03 3.424138888888888687e+03 9.374551990791792022e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.424138339920948511e+03 3.416646258503401441e+03 8.608493449529422747e+00 2.530000000000000000e+02 1.470000000000000000e+02
3.440825503355704768e+03 3.422986842105263349e+03 1.852913312160682580e+01 1.490000000000000000e+02 7.600000000000000000e+01
3.419075709779179761e+03 3.412842105263157919e+03 8.665442965478609594e+00 3.170000000000000000e+02 2.090000000000000000e+02
3.422245059288537504e+03 3.413691489361702224e+03 7.991387113296894107e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.441744801512287268e+03 3.416940860215053817e+03 1.134724386562884746e+01 5.290000000000000000e+02 3.720000000000000000e+02
3.432489396411092912e+03 3.411964646464646648e+03 8.211150501103997357e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.422976127320955129e+03 3.417442922374429145e+03 1.175589554411753745e+01 3.770000000000000000e+02 2.190000000000000000e+02
3.429086294416243618e+03 3.420458333333333485e+03 8.586710500664514356e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.424375634517766684e+03 3.415891891891892101e+03 9.062695889254225534e+00 1.970000000000000000e+02 1.110000000000000000e+02
3.418646003262642807e+03 3.411030303030303003e+03 8.278857757369580739e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.431056782334384934e+03 3.417827586206896740e+03 8.764281945257547335e+00 3.170000000000000000e+02 2.030000000000000000e+02
3.503252854812398255e+03 3.425954545454545496e+03 9.688218115212615444e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.458852551984877209e+03 3.422346049046321696e+03 9.288452262104133439e+00 5.290000000000000000e+02 3.670000000000000000e+02
3.424028391167192240e+03 3.417301886792452933e+03 7.652438027241314167e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.429371352785145973e+03 3.421152542372881271e+03 8.425271829486982611e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.429624505928853978e+03 3.422261627906976628e+03 1.182902096053610919e+01 2.530000000000000000e+02 1.720000000000000000e+02
3.517957585644372102e+03 3.420491891891892010e+03 8.123452147893987174e+00 6.130000000000000000e+02 3.700000000000000000e+02
3.422996047430830004e+03 3.412686170212765774e+03 8.084159729014457341e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.448799347471451711e+03 3.418615160349854250e+03 9.389095027784106762e+00 6.130000000000000000e+02 3.430000000000000000e+02
3.426494290375203946e+03 3.416684343434343646e+03 8.963103793855484724e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.446952681388012479e+03 3.417060240963855449e+03 1.320537440570877941e+01 3.170000000000000000e+02 1.660000000000000000e+02
3.423750663129973418e+03 3.417733050847457434e+03 7.328312348608680082e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.460716814159291971e+03 3.458571428571428442e+03 2.706354326672063237e+01 1.130000000000000000e+02 8.400000000000000000e+01
3.435343873517786506e+03 3.429941489361702224e+03 1.387488861043628141e+01 2.530000000000000000e+02 1.880000000000000000e+02
3.427053627760252311e+03 3.414665094339622556e+03 7.698695582392208969e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.426274111675126733e+03 3.420050000000000182e+03 8.886178406191644896e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.434434782608695514e+03 3.416930851063829778e+03 9.632640947119117669e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.438551386623164944e+03 3.415686868686868820e+03 8.248533955625102720e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.424718120805368926e+03 3.414067307692307622e+03 8.225504921463347330e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.449827411167512764e+03 3.423625000000000000e+03 1.439935824462822644e+01 1.970000000000000000e+02 5.600000000000000000e+01
3.500340946166394588e+03 3.436316923076923104e+03 1.593123269392324559e+01 6.130000000000000000e+02 3.250000000000000000e+02
3.420066312997347268e+03 3.411364406779660840e+03 8.304751809307207466e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.427615141955835952e+03 3.411165094339622556e+03 7.221306818084338275e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.460446700507614423e+03 3.437687500000000000e+03 2.287334351925839471e+01 1.970000000000000000e+02 8.000000000000000000e+01
3.431805293005671047e+03 3.420844086021505518e+03 9.604960214586164113e+00 5.290000000000000000e+02 3.720000000000000000e+02
3.424786848072562407e+03 3.418925373134328311e+03 1.057215920396136966e+01 4.410000000000000000e+02 2.680000000000000000e+02
3.423355329949238694e+03 3.415758333333333212e+03 7.794224179195486713e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.427597315436241388e+03 3.418951923076922867e+03 7.705367519428742540e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.447472148541114166e+03 3.419733050847457434e+03 1.244005664522463661e+01 3.770000000000000000e+02 2.360000000000000000e+02
3.424230283911671904e+03 3.418471698113207367e+03 8.635389610213607625e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.441015228426395879e+03 3.421462365591397884e+03 1.487189681359055449e+01 1.970000000000000000e+02 9.300000000000000000e+01
3.432244031830238782e+03 3.422855072463768010e+03 9.362184231993236239e+00 3.770000000000000000e+02 2.070000000000000000e+02
3.428023715415019979e+03 3.418260638297872447e+03 9.020139618737172071e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.428690355329949398e+03 3.422333333333333485e+03 1.078991298492356954e+01 1.970000000000000000e+02 1.200000000000000000e+02
3.429061224489796132e+03 3.414206422018348803e+03 7.316473497919179003e+00 4.410000000000000000e+02 2.180000000000000000e+02
3.423697612732095422e+03 3.415419491525423837e+03 9.237329925266999808e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.569959390862944019e+03 3.461018867924528422e+03 2.385134034921841106e+01 1.970000000000000000e+02 5.300000000000000000e+01
3.421414965986394691e+03 3.414843283582089498e+03 8.165137464556467606e+00 4.410000000000000000e+02 2.680000000000000000e+02
3.426791946308724619e+03 3.414294871794871597e+03 1.109644084121291030e+01 1.490000000000000000e+02 7.800000000000000000e+01
3.418169761273209588e+03 3.410372881355932350e+03 7.494400859318967711e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.428659898477157185e+03 3.415536842105263077e+03 1.020816033358224217e+01 1.970000000000000000e+02 9.500000000000000000e+01
3.467500815660685021e+03 3.414343490304709121e+03 8.610276537719343537e+00 6.130000000000000000e+02 3.610000000000000000e+02
3.428098814229249001e+03 3.423101063829787108e+03 1.181305619814815699e+01 2.530000000000000000e+02 1.880000000000000000e+02
3.418729442970822220e+03 3.413444915254237458e+03 1.333503793984947627e+01 3.770000000000000000e+02 2.360000000000000000e+02
3.430964426877470487e+03 3.421837500000000091e+03 1.000805144621069687e+01 2.530000000000000000e+02 1.600000000000000000e+02
3.420585034013605309e+03 3.412290983606557347e+03 7.808239701061914673e+00 4.410000000000000000e+02 2.440000000000000000e+02
3.532603588907014455e+03 3.428606271777003258e+03 1.590942445372507308e+01 6.130000000000000000e+02 2.870000000000000000e+02
3.420082018927445006e+03 3.413274390243902417e+03 8.309798961138527673e+00 3.170000000000000000e+02 1.640000000000000000e+02
3.427026101141924755e+03 3.412154040404040188e+03 7.878432959501362909e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.420634920634920491e+03 3.414276119402984932e+03 8.490461541033726078e+00 4.410000000000000000e+02 2.680000000000000000e+02
3.419109298531810964e+03 3.412113636363636488e+03 8.066310780347006215e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.747675367047308100e+03 3.427607894736841899e+03 8.704290580813317746e+00 6.130000000000000000e+02 3.800000000000000000e+02
3.427777188328912416e+03 3.416733050847457434e+03 9.335140054914663921e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.427507886435331329e+03 3.418539568345323914e+03 8.578261119973628723e+00 3.170000000000000000e+02 1.390000000000000000e+02
3.427879194630872462e+03 3.420076923076922867e+03 8.594153097055073687e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.619053833605220007e+03 3.427780303030303003e+03 8.796505039973185447e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.426450244698205552e+03 3.418118686868686837e+03 8.027009600353732566e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.424561264822134490e+03 3.415867021276595551e+03 7.772590798630245601e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.639827079934746962e+03 3.449758883248730854e+03 1.556728428049085977e+01 6.130000000000000000e+02 3.940000000000000000e+02
4.590820554649266342e+03 3.448979695431472010e+03 1.600014574516834998e+01 6.130000000000000000e+02 3.940000000000000000e+02
3.427122349102773114e+03 3.420474747474747346e+03 1.117771360797402025e+01 6.130000000000000000e+02 3.960000000000000000e+02
3.422347003154573940e+03 3.415165094339622556e+03 7.168202091006860677e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.433482993197279029e+03 3.419298507462686757e+03 9.824603482748191396e+00 4.410000000000000000e+02 2.680000000000000000e+02
3.429770975056689167e+03 3.417787313432835617e+03 8.791294215096359110e+00 4.410000000000000000e+02 2.680000000000000000e+02
3.430538336052202339e+03 3.417945736434108312e+03 7.935114851939999880e+00 6.130000000000000000e+02 2.580000000000000000e+02
3.420766561514195473e+03 3.411599056603773533e+03 7.003678215335554569e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.435790513833992009e+03 3.423436090225563930e+03 8.357027013426339579e+00 2.530000000000000000e+02 1.330000000000000000e+02
3.430224489795918544e+03 3.430437500000000000e+03 1.283534548619553206e+01 4.900000000000000000e+01 3.200000000000000000e+01
3.428401015228426331e+03 3.418758333333333212e+03 7.349598439521863646e+00 1.970000000000000000e+02 1.200000000000000000e+02
3.446246056782334563e+03 3.425372641509433834e+03 9.772786947464940255e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.423087533156498466e+03 3.414038135593220431e+03 8.431342047822349528e+00 3.770000000000000000e+02 2.360000000000000000e+02
3.433564625850340235e+03 3.417026431718061758e+03 8.589472454528257472e+00 4.410000000000000000e+02 2.270000000000000000e+02
3.437781402936378527e+03 3.416071225071224944e+03 8.316601899824780375e+00 6.130000000000000000e+02 3.510000000000000000e+02
3.423774877650897452e+03 3.416520202020201850e+03 7.814587237760006744e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.425182707993474651e+03 3.417208823529411802e+03 8.432111857691573675e+00 6.130000000000000000e+02 3.400000000000000000e+02
3.429221343873517981e+03 3.420580110497237456e+03 8.552757429992892568e+00 2.530000000000000000e+02 1.810000000000000000e+02
3.423332015810276516e+03 3.417526595744680890e+03 1.009920657860946491e+01 2.530000000000000000e+02 1.880000000000000000e+02
3.422470355731225482e+03 3.418292553191489333e+03 8.556106931405119909e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.425724137931034420e+03 3.425789473684210407e+03 9.208571221069965063e+00 2.900000000000000000e+01 1.900000000000000000e+01
3.434604026845637691e+03 3.427408163265306030e+03 1.311319380351127428e+01 1.490000000000000000e+02 9.800000000000000000e+01
3.466711256117454923e+03 3.417704545454545496e+03 1.471294625218385832e+01 6.130000000000000000e+02 3.960000000000000000e+02
3.426141924959216794e+03 3.417932816537467716e+03 8.742402124673397168e+00 6.130000000000000000e+02 3.870000000000000000e+02
3.427569160997732524e+03 3.417944029850746119e+03 8.808103555131200579e+00 4.410000000000000000e+02 2.680000000000000000e+02
3.429563758389261693e+03 3.417712500000000091e+03 8.469347303659237269e+00 1.490000000000000000e+02 8.000000000000000000e+01
3.422501326259946836e+03 3.414235849056603911e+03 7.385671858903885223e+00 3.770000000000000000e+02 2.120000000000000000e+02
3.421102766798418997e+03 3.413659574468084884e+03 7.061362040107828086e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.426055335968379495e+03 3.419132978723404449e+03 8.764554925499668414e+00 2.530000000000000000e+02 1.880000000000000000e+02
3.428208809135399861e+03 3.413980609418282711e+03 7.851259980736789323e+00 6.130000000000000000e+02 3.610000000000000000e+02
3.436487765089722870e+03 3.421767676767676676e+03 1.290531038048806600e+01 6.130000000000000000e+02 3.960000000000000000e+02
3.430400630914826706e+03 3.416571428571428442e+03 8.841091446149828670e+00 3.170000000000000000e+02 1.750000000000000000e+02
3.429621451104100743e+03 3.421851190476190368e+03 9.529802801732534689e+00 3.170000000000000000e+02 1.680000000000000000e+02
3.423359621451103976e+03 3.415603773584905866e+03 8.314773445991789913e+00 3.170000000000000000e+02 2.120000000000000000e+02
3.426521739130434980e+03 3.416119205298013185e+03 9.095466560393161259e+00 2.530000000000000000e+02 1.510000000000000000e+02
3.423879282218596927e+03 3.414325757575757507e+03 7.422151065983567442e+00 6.130000000000000000e+02 3.960000000000000000e+02
3.431704697986577230e+03 3.419596153846153811e+03 8.302593698970071046e+00 1.490000000000000000e+02 1.040000000000000000e+02
3.427039697542533304e+03 3.417715053763440665e+03 8.283257452800048881e+00 5.290000000000000000e+02 3.720000000000000000e+02
3.510241435562805691e+03 3.420784660766961679e+03 8.235343687538644986e+00 6.130000000000000000e+02 3.390000000000000000e+02
3.434879282218596927e+03 3.418959493670885877e+03 8.720897628101901944e+00 6.130000000000000000e+02 3.950000000000000000e+02
3.424640378548896024e+03 3.418284552845528651e+03 9.125609747043617048e+00 3.170000000000000000e+02 1.230000000000000000e+02
3.466913539967373708e+03 3.418521963824289287e+03 7.761057512636637234e+00 6.130000000000000000e+02 3.870000000000000000e+02
3.438367346938775427e+03 3.424166666666666515e+03 7.945998294040143684e+00 4.900000000000000000e+01 6.000000000000000000e+00
3.439355731225296495e+03 3.418263888888888687e+03 8.504072644516265100e+00 2.530000000000000000e+02 1.440000000000000000e+02
3.438654320987654501e+03 3.429676470588235134e+03 1.345410627944296600e+01 8.100000000000000000e+01 6.800000000000000000e+01
